Group	Username	Timestamp	Message
11111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111
69d6eace778438310a31d006	Clair	2026-4-8 21:11:31	Esta conversa é interessante. Algum de vocês seria capaz de fazer um breve resumo do que foi abordado até agora?
69d6eace778438310a31d006	usuario207	2026-4-8 21:11:31	sei ler só as figura
69d6eace778438310a31d006	usuario250	2026-4-8 21:11:50	Tu não ajuda em nada né clair
69d6eace778438310a31d006	usuario250	2026-4-8 21:11:55	to te perguntando as coisa
69d6eace778438310a31d006	usuario207	2026-4-8 21:12:20	leia as mensagens pra saber, clair. deixa de preguiça
69d6eace778438310a31d006	usuario333	2026-4-8 21:12:36	Clair, quantos anos você tem?
69d6eace778438310a31d006	usuario250	2026-4-8 21:12:44	to em duvida ate agora
69d6eace778438310a31d006	usuario207	2026-4-8 21:13:11	ahh, o alimento entra na boca e é divido em pedaços menores pela mastigação. isso facilita a deglutição
69d6eace778438310a31d006	usuario207	2026-4-8 21:13:35	היי, האם אתה מבין עברית?
69d6eace778438310a31d006	usuario333	2026-4-8 21:13:39	sabe muito
69d6eace778438310a31d006	usuario207	2026-4-8 21:14:19	a mastigação também desempenha uma função na digestão, chamada digestão mecânica.
69d6eace778438310a31d006	usuario207	2026-4-8 21:14:46	ai é loucura a outra atividade ta em ingles
69d6eace778438310a31d006	usuario207	2026-4-8 21:16:7	sabe muito 333
69d6eace778438310a31d006	usuario333	2026-4-8 21:16:17	Respondi a minha cota
69d6eace778438310a31d006	usuario207	2026-4-8 21:16:25	o de hj ta pago
69d6eace778438310a31d006	usuario333	2026-4-8 21:17:9	vou apelar, vou ter que usar o google tradutor
69d6eace778438310a31d006	usuario207	2026-4-8 21:17:17	é o jeito
69d6eace778438310a31d006	usuario207	2026-4-8 21:17:25	tirar print e botar no gpt
69d6eace778438310a31d006	usuario207	2026-4-8 21:18:21	conhece 250
69d6eace778438310a31d006	usuario250	2026-4-8 21:18:40	250 desistiu da clair
69d6eace778438310a31d006	usuario250	2026-4-8 21:18:44	só da vacuo
69d6eace778438310a31d006	usuario207	2026-4-8 21:19:47	clair, tá vacilando com nois
69d6eace778438310a31d006	usuario207	2026-4-8 21:21:38	botar tudo aleatório e ver se alguma ta certa
69d6eace778438310a31d006	usuario207	2026-4-8 21:23:7	eu acho que a temperatura influencia em alguma coisa ai
69d6eace778438310a31d006	Clair	2026-4-8 21:23:10	Usuario207, você poderia dar um exemplo?
69d6eace778438310a31d006	usuario207	2026-4-8 21:23:41	claro, se a comida tiver muito quente eu nao consigo comer ne
69d6eace778438310a31d006	usuario250	2026-4-8 21:23:45	acho que o formato tem alguma coisa tambem
69d6eace778438310a31d006	usuario207	2026-4-8 21:23:51	vapo
69d6eace778438310a31d006	usuario250	2026-4-8 21:24:25	ai clair, tu n ajudou em nada e nois terminou na raça
69d6eace778438310a31d006	usuario207	2026-4-8 21:24:38	acho que clair nao gosta muito de 250
69d6eace778438310a31d006	usuario207	2026-4-8 21:25:6	oia tem um caba novo
69d6eace778438310a31d006	usuario207	2026-4-8 21:25:8	034
69d6eace778438310a31d006	usuario207	2026-4-8 21:25:12	cuida
69d6eace778438310a31d006	usuario034	2026-4-8 21:25:54	é roud 6 cada um tem o número
69d6eace778438310a31d006	usuario207	2026-4-8 21:26:31	tendi esse negócio de condição nao
69d6eace778438310a31d006	usuario207	2026-4-8 21:26:42	é pra fazer oq, clair?
69d6eace778438310a31d006	usuario207	2026-4-8 21:26:55	vou pular esse
69d6eace778438310a31d006	usuario207	2026-4-8 21:28:11	tenho a hipotese que o brasil so ganha a copa se nao tiver nenhum jogador de barba
69d6eace778438310a31d006	usuario333	2026-4-8 21:31:32	Não pode jogador bonito também, mas isso é fácil
69d6eace778438310a31d006	usuario333	2026-4-8 21:31:42	só não pode convocar o alisson
69d6eace778438310a31d006	usuario207	2026-4-8 21:31:57	goleiro da seleção é hugo neneca ministro da defesa
69d6eace778438310a31d006	usuario333	2026-4-8 21:32:58	ainda sou mais o magrão
69d6eace778438310a31d006	usuario333	2026-4-8 21:33:29	e o caça rato de falso 9
69d6eace778438310a31d006	usuario207	2026-4-8 21:33:38	dinizismo chegou no timao agora acabou a competitividade no futebol brasileiro
69d6eace778438310a31d007	usuario999	2026-4-8 20:55:16	opa
69d6eace778438310a31d007	usuario321	2026-4-8 20:55:32	Salve
69d6eace778438310a31d007	Clair	2026-4-8 20:55:35	Olá a todos, meu nome é Clair. De vez em quando, vou fazer algumas perguntas para facilitar a discussão.
69d6eace778438310a31d007	usuario110	2026-4-8 20:56:6	Iae
69d6eace778438310a31d007	usuario321	2026-4-8 20:58:55	Aparentemente já deu certo o do sistema digestivo
69d6eace778438310a31d007	usuario999	2026-4-8 21:1:15	eai vcs acham oq nessa da mastigação?
69d6eace778438310a31d007	usuario321	2026-4-8 21:1:56	Alguém sabe como acionar a Clair?
69d6eace778438310a31d007	usuario110	2026-4-8 21:2:6	deve ser bom pra ajudar o sistema na transformação dos nutrientes
69d6eace778438310a31d007	Clair	2026-4-8 21:2:9	Usuario110, você poderia elaborar mais sobre isso?
69d6eace778438310a31d007	usuario110	2026-4-8 21:3:4	quanto menor os pedaços dos alimentos melhor a absorção durante a digestão química
69d6eace778438310a31d007	usuario321	2026-4-8 21:3:49	Além de aprimorar a absorção de nutrientes, aprimorando bastante uma refeição, a mastigação também tem o papel de segurança para evitar que pedaços significativos causem dano ao organismo
69d6eace778438310a31d007	usuario321	2026-4-8 21:4:20	A dúvida que fica é, precisamos escrever a mesma resposta ou cada um digita uma?
69d6eace778438310a31d007	usuario110	2026-4-8 21:4:30	Acho que por isso que meu avô tem problemas ele não mastiga direito e fica empachado
69d6eace778438310a31d007	usuario999	2026-4-8 21:4:40	acho q a resposta é do grupo
69d6eace778438310a31d007	usuario321	2026-4-8 21:4:50	*melhorando
69d6eace778438310a31d007	usuario321	2026-4-8 21:5:18	Usei a mesma palavra duas vezes, por isso que n passei na fuvest
69d6eace778438310a31d007	usuario321	2026-4-8 21:5:53	OSSS
69d6eace778438310a31d007	usuario321	2026-4-8 21:5:59	Foi isso então?
69d6eace778438310a31d007	usuario321	2026-4-8 21:6:5	Partiu próxima?
69d6eace778438310a31d007	usuario110	2026-4-8 21:6:16	acho que é isso mesmo
69d6eace778438310a31d007	usuario999	2026-4-8 21:6:17	por mim sim
69d6eace778438310a31d007	usuario321	2026-4-8 21:6:20	@clair
69d6eace778438310a31d007	usuario110	2026-4-8 21:6:29	ainda bem que estou no sétimo ano e posso errar
69d6eace778438310a31d007	usuario321	2026-4-8 21:6:49	@clair obscur: expedition 33
69d6eace778438310a31d007	usuario999	2026-4-8 21:7:10	kkkkkkkkkkkk
69d6eace778438310a31d007	usuario321	2026-4-8 21:7:12	Né isso, ainda bem que é só o sétimo ano de medicina aqui pra gnt
69d6eace778438310a31d007	usuario110	2026-4-8 21:8:29	O que é uma enzima
69d6eace778438310a31d007	usuario110	2026-4-8 21:8:37	Clair
69d6eace778438310a31d007	usuario321	2026-4-8 21:9:38	mͫaͧsͥsͭaͦ
69d6eace778438310a31d007	usuario321	2026-4-8 21:11:39	Q danado é chewing
69d6eace778438310a31d007	Clair	2026-4-8 21:11:41	Esta conversa é interessante. Algum de vocês seria capaz de fazer um breve resumo do que foi abordado até agora?
69d6eace778438310a31d007	usuario321	2026-4-8 21:11:46	ele bixo do star wars
69d6eace778438310a31d007	usuario999	2026-4-8 21:11:53	mastigando
69d6eace778438310a31d007	usuario110	2026-4-8 21:12:43	Falamos um pouco sobre como os nutrientes chegam na nossa barriga em pedaços pequenos
69d6eace778438310a31d007	usuario110	2026-4-8 21:12:51	agora estamos falando sobre as enzimas e ação da saliva
69d6eace778438310a31d007	usuario110	2026-4-8 21:13:2	tudo perfeito
69d6eace778438310a31d007	usuario321	2026-4-8 21:15:54	Será q se a gnt errar pede pra voltar?
69d6eace778438310a31d007	usuario999	2026-4-8 21:15:58	n sei
69d6eace778438310a31d007	usuario321	2026-4-8 21:16:42	Testar?
69d6eace778438310a31d007	usuario110	2026-4-8 21:16:45	bora
69d6eace778438310a31d007	usuario999	2026-4-8 21:18:5	quando aperta no visto
69d6eace778438310a31d007	usuario999	2026-4-8 21:18:13	ele diz oq ta certo ou nao
69d6eace778438310a31d007	usuario999	2026-4-8 21:18:23	bem dms
69d6eace778438310a31d007	usuario321	2026-4-8 21:18:24	OSS
69d6eace778438310a31d007	usuario321	2026-4-8 21:18:35	Partiu próx level
69d6eace778438310a31d007	usuario321	2026-4-8 21:21:5	Acho que a temperatura é de suma importância pras enzimas porque entra naquele ponto la das condições necessárias para a  maturação
69d6eace778438310a31d007	usuario110	2026-4-8 21:21:8	Uma hipotese começa com se?
69d6eace778438310a31d007	usuario999	2026-4-8 21:21:32	não necessariamente eu acho
69d6eace778438310a31d007	usuario321	2026-4-8 21:21:39	Achei q era texto corrido
69d6eace778438310a31d007	usuario110	2026-4-8 21:21:46	também pensei que era
69d6eace778438310a31d007	usuario110	2026-4-8 21:21:53	provavelmente pode criar um texto
69d6eace778438310a31d007	usuario321	2026-4-8 21:22:4	Tá me lembrando a prova de fmc
69d6eace778438310a31d007	usuario110	2026-4-8 21:22:4	que estranho
69d6eace778438310a31d007	usuario110	2026-4-8 21:22:6	kkkk
69d6eace778438310a31d007	usuario999	2026-4-8 21:22:6	nesse cinza da
69d6eace778438310a31d007	usuario321	2026-4-8 21:22:8	Misericordia
69d6eace778438310a31d007	usuario321	2026-4-8 21:22:30	Pq será que a clair tá nos ignorando
69d6eace778438310a31d007	usuario110	2026-4-8 21:22:40	ne isso
69d6eace778438310a31d007	usuario321	2026-4-8 21:22:43	Tenho dúvidas!
69d6eace778438310a31d007	usuario110	2026-4-8 21:22:43	ja temos mensagens suficientes
69d6eace778438310a31d007	usuario110	2026-4-8 21:22:44	apareça
69d6eace778438310a31d007	usuario999	2026-4-8 21:22:56	ela itnha pedido p alguem escrever um resumo p ela e ngm fez kkkk acho q ta esperando
69d6eace778438310a31d007	usuario110	2026-4-8 21:23:0	eu acho que se aumentar a temperatura as enzimas nao gostam
69d6eace778438310a31d007	usuario321	2026-4-8 21:23:15	Eu acho que a temperatura influencia no funcionamento da digestão
69d6eace778438310a31d007	usuario110	2026-4-8 21:24:18	calada vence
69d6eace778438310a31d007	usuario321	2026-4-8 21:24:43	Enzima deixa o caba bombado?
69d6eace778438310a31d007	usuario999	2026-4-8 21:25:49	acho q nao
69d6eace778438310a31d007	usuario110	2026-4-8 21:25:54	bem que a clair poderia ajudar nessa em
69d6eace778438310a31d007	usuario321	2026-4-8 21:25:58	"Se a temperatura for alta ENTÃO aumenta a velocidade das enzimas"
69d6eace778438310a31d007	usuario110	2026-4-8 21:26:1	sera que da pra tomar com whey
69d6eace778438310a31d007	usuario110	2026-4-8 21:26:10	kKKKKKKK
69d6eace778438310a31d007	usuario321	2026-4-8 21:26:38	Será q da pra injetar no banheiro da smart fit
69d6eace778438310a31d007	usuario321	2026-4-8 21:28:49	Será q tá peixe?
69d6eace778438310a31d007	usuario110	2026-4-8 21:29:53	e agora
69d6eace778438310a31d007	usuario321	2026-4-8 21:30:6	Da pra mandar?
69d6eace778438310a31d007	usuario110	2026-4-8 21:30:15	falta o ultimo ai nao?
69d6eace778438310a31d007	usuario321	2026-4-8 21:30:17	Acho q está bruscamente correto
69d6eace778438310a31d007	usuario110	2026-4-8 21:30:22	kdkkksksks
69d6eace778438310a31d007	usuario321	2026-4-8 21:32:53	E o ney hein
69d6eace778438310a31d007	usuario999	2026-4-8 21:33:2	n consegue andar em linha reta
69d6eace778438310a31d002	usuario37	2026-4-8 20:56:13	oie
69d6eace778438310a31d002	usario140	2026-4-8 20:56:18	opa
69d6eace778438310a31d002	Clair	2026-4-8 20:56:20	Olá a todos, meu nome é Clair. De vez em quando, vou fazer algumas perguntas para facilitar a discussão.
69d6eace778438310a31d002	usario140	2026-4-8 20:57:16	o que é para fazer?
69d6eace778438310a31d002	usario140	2026-4-8 20:57:19	não entendi
69d6eace778438310a31d002	usuario37	2026-4-8 20:57:29	é so pra responder as atividades
69d6eace778438310a31d002	usuario37	2026-4-8 20:57:39	mas ja respondi a primeira
69d6eace778438310a31d002	usuario37	2026-4-8 20:57:45	"O sistema digestivo"
69d6eace778438310a31d002	usuario139	2026-4-8 20:57:59	clair?
69d6eace778438310a31d002	Clair	2026-4-8 20:58:2	Sim, ainda estou aqui.
69d6eace778438310a31d002	usuario37	2026-4-8 20:58:11	A kkkkk
69d6eace778438310a31d002	usuario37	2026-4-8 20:58:19	Clair o que devemos fazer?
69d6eace778438310a31d002	Clair	2026-4-8 20:58:21	Que tipo de ajuda você precisa? Por favor, tente perguntar ao seu colega.
69d6eace778438310a31d002	usuario37	2026-4-8 20:58:39	como mastigar a comida?
69d6eace778438310a31d002	usario140	2026-4-8 20:59:24	clair pra que serve a digestão
69d6eace778438310a31d002	Clair	2026-4-8 20:59:27	Desculpa, mas não sei o suficiente para responder a essa pergunta.
69d6eace778438310a31d002	usuario37	2026-4-8 20:59:42	a clair nao sabe de nada hahahah
69d6eace778438310a31d002	usario140	2026-4-8 20:59:53	clair como mastiga?
69d6eace778438310a31d002	Clair	2026-4-8 20:59:55	Sim, ainda estou aqui.
69d6eace778438310a31d002	usuario37	2026-4-8 21:0:5	KKKKKKKKK
69d6eace778438310a31d002	usuario139	2026-4-8 21:0:9	do you also speak english clair
69d6eace778438310a31d002	usuario139	2026-4-8 21:0:23	clair help me
69d6eace778438310a31d002	usuario37	2026-4-8 21:0:24	clair, conte de 10 a 50
69d6eace778438310a31d002	Clair	2026-4-8 21:0:26	Que tipo de ajuda você precisa? Por favor, tente perguntar ao seu colega.
69d6eace778438310a31d002	usuario37	2026-4-8 21:0:40	ela so fala isso
69d6eace778438310a31d002	usario140	2026-4-8 21:0:48	usuario37 pra que serve o suco itestinal
69d6eace778438310a31d002	usuario37	2026-4-8 21:0:57	acho que devemos responder a atividade "Por que você acha que dividir a comida em pedaços pequenos é bom para a digestão?"
69d6eace778438310a31d002	Clair	2026-4-8 21:1:0	Usuario139, você concorda ou discorda com seu parceiro?
69d6eace778438310a31d002	usuario139	2026-4-8 21:1:9	concordo
69d6eace778438310a31d002	usuario139	2026-4-8 21:1:43	eu acho que o alimento entra na boca e é dividido em pedaços menores pela mastigação
69d6eace778438310a31d002	usuario37	2026-4-8 21:1:56	concordo
69d6eace778438310a31d002	usuario37	2026-4-8 21:2:3	pra engolir mais facil
69d6eace778438310a31d002	usario140	2026-4-8 21:2:14	lá ele clair
69d6eace778438310a31d002	usuario37	2026-4-8 21:2:25	KKKKKKKKKKK
69d6eace778438310a31d002	usuario37	2026-4-8 21:3:9	meu lanchinho, meu lanchinho
69d6eace778438310a31d002	usuario37	2026-4-8 21:3:10	vou comer
69d6eace778438310a31d002	usuario37	2026-4-8 21:3:15	vou comer
69d6eace778438310a31d002	usario140	2026-4-8 21:3:28	o que são as glândulas?
69d6eace778438310a31d002	usuario37	2026-4-8 21:4:3	que glandula?
69d6eace778438310a31d002	usuario192	2026-4-8 21:4:18	responde, clair
69d6eace778438310a31d002	usuario37	2026-4-8 21:4:37	acho que devemos começar a frase com "eu acho"
69d6eace778438310a31d002	usario140	2026-4-8 21:4:56	bora tentar fazer o "mastigando a comida"
69d6eace778438310a31d002	usuario37	2026-4-8 21:5:4	simbora
69d6eace778438310a31d002	usuario192	2026-4-8 21:5:27	let's
69d6eace778438310a31d002	usuario37	2026-4-8 21:5:37	acho que mastigamos a comida depois de cortar em pedaços
69d6eace778438310a31d002	Clair	2026-4-8 21:5:40	Usuario192, você gostaria de acrescentar algo ao que seu parceiro acabou de dizer?
69d6eace778438310a31d002	usuario37	2026-4-8 21:5:52	agora ela aparece?!
69d6eace778438310a31d002	usario140	2026-4-8 21:6:14	acho que é para facilitar a conversão do alimento em nutrientes
69d6eace778438310a31d002	usario140	2026-4-8 21:6:33	né não clair
69d6eace778438310a31d002	usuario192	2026-4-8 21:6:45	para auxiliar no processo digestivo e na passagem do alimento
69d6eace778438310a31d002	usuario192	2026-4-8 21:7:1	tá certo, clair?
69d6eace778438310a31d002	usuario37	2026-4-8 21:7:17	entao vamo colocar no texto
69d6eace778438310a31d002	usuario37	2026-4-8 21:8:22	coloquei la
69d6eace778438310a31d002	usuario37	2026-4-8 21:8:28	BR BR BR hue hue hue
